,Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP.1,W,L,T/O,SV%,GAA,year,num_teams,round_ratio,round,1st_round,gpg,apg,ppg,name,alias,league
1888,204,Boston Bruins,Daniel Bukac\bukacda01,CZ,D,18.0,,Brandon (WHL),,,,,,,,,,,,,2017,31,6.548387096774194,7,False,,,,Daniel Bukac,bukacda01,WHL
1889,205,New Jersey Devils,Yegor Zaitsev\zaitsye01,RU,D,19.0,,Balashikha (RUSSIA-2),,,,,,,,,,,,,2017,31,6.580645161290323,7,False,,,,Yegor Zaitsev,zaitsye01,RUSSIA-2
1890,206,St. Louis Blues,Anton Andersson\anderan01,SE,D,18.0,,Lulea Jr. (Sweden-Jr.),,,,,,,,,,,,,2017,31,6.612903225806452,7,False,,,,Anton Andersson,anderan01,Sweden-Jr.
1891,207,New York Rangers,Patrik Virta\virtapa01,FI,C,21.0,,TPS (Finland),,,,,,,,,,,,,2017,31,6.645161290322581,7,False,,,,Patrik Virta,virtapa01,Finland
1892,208,Edmonton Oilers,Philip Kemp\kempph01,US,D,18.0,,USA U-18 (USNTDP),,,,,,,,,,,,,2017,31,6.67741935483871,7,False,,,,Philip Kemp,kempph01,USNTDP
1893,209,Minnesota Wild,Nick Swaney\swaneni01,US,RW,20.0,,Waterloo (USHL),,,,,,,,,,,,,2017,31,6.709677419354839,7,False,,,,Nick Swaney,swaneni01,USHL
1894,210,Columbus Blue Jackets,Robbie Stucker\stuckro01,US,D,18.0,,St. Thomas (High-MN),,,,,,,,,,,,,2017,31,6.741935483870968,7,False,,,,Robbie Stucker,stuckro01,High-MN
1895,211,Winnipeg Jets,Croix Evingson\evingcr01,US,D,20.0,,Shreveport (NAHL),,,,,,,,,,,,,2017,31,6.774193548387097,7,False,,,,Croix Evingson,evingcr01,NAHL
1896,212,San Jose Sharks,Ivan Chekhovich\chekhiv01,RU,LW,18.0,,Baie-Comeau (QMJHL),,,,,,,,,,,,,2017,31,6.806451612903226,7,False,,,,Ivan Chekhovich,chekhiv01,QMJHL
1897,213,Washington Capitals,Kristian Roykas Marthinsen\roykakr01,NO,LW,18.0,,Almtuna Jr. (SWEDEN-JR. 2),,,,,,,,,,,,,2017,31,6.838709677419355,7,False,,,,Kristian Roykas Marthinsen,roykakr01,SWEDEN-JR. 2
1898,214,New Jersey Devils,Matthew Hellickson\hellima01,US,D,19.0,,Sioux City (USHL),,,,,,,,,,,,,2017,31,6.870967741935484,7,False,,,,Matthew Hellickson,hellima01,USHL
1899,215,Chicago Blackhawks,Joshua Ess\essjo01,US,D,18.0,,Lakeville South (High-MN),,,,,,,,,,,,,2017,31,6.903225806451613,7,False,,,,Joshua Ess,essjo01,High-MN
1900,216,Nashville Predators,Jacob Paquette\paqueja01,CA,D,18.0,,Kingston (OHL),,,,,,,,,,,,,2017,31,6.935483870967742,7,False,,,,Jacob Paquette,paqueja01,OHL
1901,217,Pittsburgh Penguins,William Reilly\reillwi01,CA,D,20.0,,RPI (ECAC),,,,,,,,,,,,,2017,31,6.967741935483871,7,False,,,,William Reilly,reillwi01,ECAC
1902,1,Buffalo Sabres,Rasmus Dahlin\dahlira01,SE,D,18.0,2019.0,Frolunda (Sweden),10.0,1.0,3.0,4.0,-1.0,2.0,,,,,,,2018,31,0.0,1,True,0.1,0.3,0.4,Rasmus Dahlin,dahlira01,Sweden
1903,2,Carolina Hurricanes,Andrei Svechnikov\svechan01,RU,RW,18.0,2019.0,Barrie Colts (OHL),9.0,2.0,2.0,4.0,-1.0,10.0,,,,,,,2018,31,0.03225806451612903,1,True,0.2222222222222222,0.2222222222222222,0.4444444444444444,Andrei Svechnikov,svechan01,OHL
1904,3,Montreal Canadiens,Jesperi Kotkaniemi\kotkaje01,FI,C,18.0,2019.0,Assat (Finland),9.0,0.0,4.0,4.0,2.0,6.0,,,,,,,2018,31,0.06451612903225806,1,True,0.0,0.4444444444444444,0.4444444444444444,Jesperi Kotkaniemi,kotkaje01,Finland
1905,4,Ottawa Senators,Brady Tkachuk\tkachbr01,US,LW,18.0,2019.0,Boston University (H-East),4.0,3.0,3.0,6.0,5.0,4.0,,,,,,,2018,31,0.0967741935483871,1,True,0.75,0.75,1.5,Brady Tkachuk,tkachbr01,H-East
1906,5,Arizona Coyotes,Barrett Hayton\haytoba01,CA,C,18.0,,Sault Ste. Marie Greyhounds (OHL),,,,,,,,,,,,,2018,31,0.12903225806451613,1,True,,,,Barrett Hayton,haytoba01,OHL
1907,6,Detroit Red Wings,Filip Zadina\zadinfi01,CZ,RW,18.0,,Halifax Mooseheads (QMJHL),,,,,,,,,,,,,2018,31,0.16129032258064516,1,True,,,,Filip Zadina,zadinfi01,QMJHL
1908,7,Vancouver Canucks,Quintin Hughes\hughequ01,US,D,18.0,,Michigan (Big Ten),,,,,,,,,,,,,2018,31,0.1935483870967742,1,True,,,,Quintin Hughes,hughequ01,Big Ten
1909,8,Chicago Blackhawks,Adam Boqvist\boqviad01,SE,D,18.0,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,0.22580645161290322,1,True,,,,Adam Boqvist,boqviad01,Sweden-Jr.
1910,9,New York Rangers,Vitali Kravtsov\kravtvi01,RU,RW,18.0,,Chelyabinsk (Russia),,,,,,,,,,,,,2018,31,0.25806451612903225,1,True,,,,Vitali Kravtsov,kravtvi01,Russia
1911,10,Edmonton Oilers,Evan Bouchard\bouchev01,CA,D,18.0,2019.0,London Knights (OHL),7.0,1.0,0.0,1.0,-5.0,2.0,,,,,,,2018,31,0.2903225806451613,1,True,0.14285714285714285,0.0,0.14285714285714285,Evan Bouchard,bouchev01,OHL
1912,11,New York Islanders,Oliver Wahlstrom\wahlsol01,US,RW,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,0.3225806451612903,1,True,,,,Oliver Wahlstrom,wahlsol01,U.S. NTDP
1913,12,New York Islanders,Noah Dobson\dobsono01,CA,D,18.0,,Acadie-Bathurst Titan (QMJHL),,,,,,,,,,,,,2018,31,0.3548387096774194,1,True,,,,Noah Dobson,dobsono01,QMJHL
1914,13,Dallas Stars,Ty Dellandrea\dellaty01,CA,C,18.0,,Flint Firebirds (OHL),,,,,,,,,,,,,2018,31,0.3870967741935484,1,True,,,,Ty Dellandrea,dellaty01,OHL
1915,14,Philadelphia Flyers,Joel Farabee\farabjo01,US,LW,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,0.41935483870967744,1,True,,,,Joel Farabee,farabjo01,U.S. NTDP
1916,15,Florida Panthers,Grigori Denisenko\denisgr01,RU,LW,18.0,,Yaroslavl 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,0.45161290322580644,1,True,,,,Grigori Denisenko,denisgr01,Russia-Jr.
1917,16,Colorado Avalanche,Martin Kaut\kautma01,CZ,RW,18.0,,Pardubice (Czech),,,,,,,,,,,,,2018,31,0.4838709677419355,1,True,,,,Martin Kaut,kautma01,Czech
1918,17,New Jersey Devils,Ty Smith\smithty01,CA,D,18.0,,Spokane Chiefs (WHL),,,,,,,,,,,,,2018,31,0.5161290322580645,1,True,,,,Ty Smith,smithty01,WHL
1919,18,Columbus Blue Jackets,Liam Foudy\foudyli01,CA,C,18.0,,London Knights (OHL),,,,,,,,,,,,,2018,31,0.5483870967741935,1,True,,,,Liam Foudy,foudyli01,OHL
1920,19,Philadelphia Flyers,Jay O'Brien\obrieja01,US,C,18.0,,Thayer Academy (High-MA),,,,,,,,,,,,,2018,31,0.5806451612903226,1,True,,,,Jay O'Brien,obrieja01,High-MA
1921,20,Los Angeles Kings,Rasmus Kupari\kuparra01,FI,C,18.0,,Karpat (Finland),,,,,,,,,,,,,2018,31,0.6129032258064516,1,True,,,,Rasmus Kupari,kuparra01,Finland
1922,21,San Jose Sharks,Ryan Merkley\merklry01,CA,D,18.0,,Guelph Storm (OHL),,,,,,,,,,,,,2018,31,0.6451612903225806,1,True,,,,Ryan Merkley,merklry01,OHL
1923,22,New York Rangers,K'Andre Miller\milleka01,US,D,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,0.6774193548387096,1,True,,,,K'Andre Miller,milleka01,U.S. NTDP
1924,23,Anaheim Ducks,Isac Lundestrom\lundeis01,SE,C,18.0,2019.0,Lulea (Sweden),9.0,0.0,1.0,1.0,1.0,2.0,,,,,,,2018,31,0.7096774193548387,1,True,0.0,0.1111111111111111,0.1111111111111111,Isac Lundestrom,lundeis01,Sweden
1925,24,Minnesota Wild,Filip Johansson\johanfi01,SE,D,18.0,,Leksand Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,0.7419354838709677,1,True,,,,Filip Johansson,johanfi01,Sweden-Jr.
1926,25,St. Louis Blues,Dominik Bokk\bokkdo01,DE,RW,18.0,,Vaxjo Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,0.7741935483870968,1,True,,,,Dominik Bokk,bokkdo01,Sweden-Jr.
1927,26,Ottawa Senators,Jacob Bernard-Docker\bernaja01,CA,D,18.0,,Okotoks (AJHL),,,,,,,,,,,,,2018,31,0.8064516129032258,1,True,,,,Jacob Bernard-Docker,bernaja01,AJHL
1928,27,Chicago Blackhawks,Nicolas Beaudin\beaudni01,CA,D,18.0,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,2018,31,0.8387096774193549,1,True,,,,Nicolas Beaudin,beaudni01,QMJHL
1929,28,New York Rangers,Nils Lundkvist\lundkni01,SE,D,18.0,,Lulea (Sweden),,,,,,,,,,,,,2018,31,0.8709677419354839,1,True,,,,Nils Lundkvist,lundkni01,Sweden
1930,29,Toronto Maple Leafs,Rasmus Sandin\sandira01,SE,D,18.0,,Sault Ste. Marie Greyhounds (OHL),,,,,,,,,,,,,2018,31,0.9032258064516129,1,True,,,,Rasmus Sandin,sandira01,OHL
1931,30,Detroit Red Wings,Joseph Veleno\velenjo01,CA,C,18.0,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,2018,31,0.9354838709677419,1,True,,,,Joseph Veleno,velenjo01,QMJHL
1932,31,Washington Capitals,Alexander Alexeyev\alexeal01,RU,D,18.0,,Red Deer Rebels (WHL),,,,,,,,,,,,,2018,31,0.967741935483871,1,True,,,,Alexander Alexeyev,alexeal01,WHL
1933,32,Buffalo Sabres,Mattias Samuelsson\samuema02,US,D,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,1.0,2,False,,,,Mattias Samuelsson,samuema02,U.S. NTDP
1934,33,Detroit Red Wings,Jonatan Berggren\berggjo02,SE,RW,18.0,,Skelleftea Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,1.032258064516129,2,False,,,,Jonatan Berggren,berggjo02,Sweden-Jr.
1935,34,Florida Panthers,Serron Noel\noelse01,CA,RW,18.0,,Oshawa Generals (OHL),,,,,,,,,,,,,2018,31,1.064516129032258,2,False,,,,Serron Noel,noelse01,OHL
1936,35,Montreal Canadiens,Jesse Ylonen\yloneje01,US,RW,18.0,,Espoo (Finland-2),,,,,,,,,,,,,2018,31,1.096774193548387,2,False,,,,Jesse Ylonen,yloneje01,Finland-2
1937,36,Detroit Red Wings,Jared McIsaac\mcisaja01,CA,D,18.0,,Halifax Mooseheads (QMJHL),,,,,,,,,,,,,2018,31,1.1290322580645162,2,False,,,,Jared McIsaac,mcisaja01,QMJHL
1938,37,Vancouver Canucks,Jett Woo\wooje01,CA,D,18.0,,Moose Jaw Warriors (WHL),,,,,,,,,,,,,2018,31,1.1612903225806452,2,False,,,,Jett Woo,wooje01,WHL
1939,38,Montreal Canadiens,Alexander Romanov\romanal01,RU,D,18.0,,CSKA 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,1.1935483870967742,2,False,,,,Alexander Romanov,romanal01,Russia-Jr.
1940,39,New York Rangers,Olof Lindbom\lindbol01,SE,G,18.0,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,1.2258064516129032,2,False,,,,Olof Lindbom,lindbol01,Sweden-Jr.
1941,40,Edmonton Oilers,Ryan McLeod\mcleory01,CA,C,18.0,,Mississauga Steelheads (OHL),,,,,,,,,,,,,2018,31,1.2580645161290323,2,False,,,,Ryan McLeod,mcleory01,OHL
1942,41,New York Islanders,Bode Wilde\wildebo01,CA,D,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,1.2903225806451613,2,False,,,,Bode Wilde,wildebo01,U.S. NTDP
1943,42,Carolina Hurricanes,Jack Drury\druryja01,US,C,18.0,,Waterloo (USHL),,,,,,,,,,,,,2018,31,1.3225806451612903,2,False,,,,Jack Drury,druryja01,USHL
1944,43,New York Islanders,Ruslan Iskhakov\iskharu01,RU,C,18.0,,CSKA 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,1.3548387096774193,2,False,,,,Ruslan Iskhakov,iskharu01,Russia-Jr.
1945,44,Dallas Stars,Albin Eriksson\eriksal01,SE,RW,18.0,,Skelleftea Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,1.3870967741935485,2,False,,,,Albin Eriksson,eriksal01,Sweden-Jr.
1946,45,St. Louis Blues,Scott Perunovich\perunsc01,US,D,20.0,,Minnesota-Duluth (NCHC),,,,,,,,,,,,,2018,31,1.4193548387096775,2,False,,,,Scott Perunovich,perunsc01,NCHC
1947,46,Washington Capitals,Martin Fehervary\feherma01,SK,D,18.0,,Oskarshamn (Sweden-2),,,,,,,,,,,,,2018,31,1.4516129032258065,2,False,,,,Martin Fehervary,feherma01,Sweden-2
1948,47,Washington Capitals,Kody Clark\clarkko01,US,RW,18.0,,Ottawa 67's (OHL),,,,,,,,,,,,,2018,31,1.4838709677419355,2,False,,,,Kody Clark,clarkko01,OHL
1949,48,Ottawa Senators,Jonathan Tychonick\tychojo01,CA,D,18.0,,Penticton (BCHL),,,,,,,,,,,,,2018,31,1.5161290322580645,2,False,,,,Jonathan Tychonick,tychojo01,BCHL
1950,49,Columbus Blue Jackets,Kirill Marchenko\marchki01,RU,RW,18.0,,Khanty-Mansiysk 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,1.5483870967741935,2,False,,,,Kirill Marchenko,marchki01,Russia-Jr.
1951,50,Philadelphia Flyers,Adam Ginning\ginniad01,SE,D,18.0,,Linkoping (Sweden),,,,,,,,,,,,,2018,31,1.5806451612903225,2,False,,,,Adam Ginning,ginniad01,Sweden
1952,51,Los Angeles Kings,Akil Thomas\thomaak01,CA,C,18.0,,Niagara (OHL),,,,,,,,,,,,,2018,31,1.6129032258064515,2,False,,,,Akil Thomas,thomaak01,OHL
1953,52,Toronto Maple Leafs,Sean Durzi\durzise01,CA,D,19.0,,Owen Sound Attack (OHL),,,,,,,,,,,,,2018,31,1.6451612903225807,2,False,,,,Sean Durzi,durzise01,OHL
1954,53,Pittsburgh Penguins,Calen Addison\addisca01,CA,D,18.0,,Lethbridge Hurricanes (WHL),,,,,,,,,,,,,2018,31,1.6774193548387097,2,False,,,,Calen Addison,addisca01,WHL
1955,54,Anaheim Ducks,Benoit-Olivier Groulx\groulbe01,CA,C,18.0,,Halifax Mooseheads (QMJHL),,,,,,,,,,,,,2018,31,1.7096774193548387,2,False,,,,Benoit-Olivier Groulx,groulbe01,QMJHL
1956,55,Arizona Coyotes,Kevin Bahl\bahlke01,CA,D,18.0,,Ottawa 67's (OHL),,,,,,,,,,,,,2018,31,1.7419354838709677,2,False,,,,Kevin Bahl,bahlke01,OHL
1957,56,Montreal Canadiens,Jacob Olofsson\olofsja01,SE,C,18.0,,Timra (Sweden-2),,,,,,,,,,,,,2018,31,1.7741935483870968,2,False,,,,Jacob Olofsson,olofsja01,Sweden-2
1958,57,Boston Bruins,Axel Andersson\anderax01,SE,D,18.0,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,1.8064516129032258,2,False,,,,Axel Andersson,anderax01,Sweden-Jr.
1959,58,Pittsburgh Penguins,Filip Hallander\hallafi01,SE,C,18.0,,Timra (Sweden-2),,,,,,,,,,,,,2018,31,1.8387096774193548,2,False,,,,Filip Hallander,hallafi01,Sweden-2
1960,59,Tampa Bay Lightning,Gabriel Fortier\fortiga01,CA,LW,18.0,,Baie-Comeau Drakkar (QMJHL),,,,,,,,,,,,,2018,31,1.8709677419354838,2,False,,,,Gabriel Fortier,fortiga01,QMJHL
1961,60,Winnipeg Jets,David Gustafsson\gustada01,SE,C,18.0,,HV 71 (Sweden),,,,,,,,,,,,,2018,31,1.903225806451613,2,False,,,,David Gustafsson,gustada01,Sweden
1962,61,Vegas Golden Knights,Ivan Morozov\moroziv01,RU,C,18.0,,Khanty-Mansiysk 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,1.935483870967742,2,False,,,,Ivan Morozov,moroziv01,Russia-Jr.
1963,62,Edmonton Oilers,Olivier Rodrigue\rodriol01,CA,G,18.0,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,2018,31,1.967741935483871,2,False,,,,Olivier Rodrigue,rodriol01,QMJHL
1964,63,Minnesota Wild,Jack McBain\mcbaija03,CA,C,18.0,,Toronto JC (OJHL),,,,,,,,,,,,,2018,31,2.0,3,False,,,,Jack McBain,mcbaija03,OJHL
1965,64,Colorado Avalanche,Justus Annunen\annunju01,FI,G,18.0,,Karpat Jr. (Finland-Jr.),,,,,,,,,,,,,2018,31,2.032258064516129,3,False,,,,Justus Annunen,annunju01,Finland-Jr.
1966,65,Arizona Coyotes,Jan Jenik\jenikja01,CZ,RW,18.0,,Benatky N.J. (Czech-2),,,,,,,,,,,,,2018,31,2.064516129032258,3,False,,,,Jan Jenik,jenikja01,Czech-2
1967,66,Montreal Canadiens,Cameron Hillis\hillica01,CA,C,18.0,,Guelph Storm (OHL),,,,,,,,,,,,,2018,31,2.096774193548387,3,False,,,,Cameron Hillis,hillica01,OHL
1968,67,Detroit Red Wings,Alec Regula\regulal01,US,D,18.0,,London Knights (OHL),,,,,,,,,,,,,2018,31,2.129032258064516,3,False,,,,Alec Regula,regulal01,OHL
1969,68,Vancouver Canucks,Tyler Madden\maddety01,US,C,18.0,,Tri-City (USHL),,,,,,,,,,,,,2018,31,2.161290322580645,3,False,,,,Tyler Madden,maddety01,USHL
1970,69,Chicago Blackhawks,Jake Wise\wiseja01,US,C,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,2.193548387096774,3,False,,,,Jake Wise,wiseja01,U.S. NTDP
1971,70,New York Rangers,Jacob Ragnarsson\ragnaja01,US,D,18.0,,Almtuna (Sweden-2),,,,,,,,,,,,,2018,31,2.225806451612903,3,False,,,,Jacob Ragnarsson,ragnaja01,Sweden-2
1972,71,Montreal Canadiens,Jordan Harris\harrijo01,US,D,18.0,,Kimball Union (High-NH),,,,,,,,,,,,,2018,31,2.2580645161290325,3,False,,,,Jordan Harris,harrijo01,High-NH
1973,72,New York Islanders,Jakub Skarek\skareja01,CZ,G,18.0,,Jihlava (Czech),,,,,,,,,,,,,2018,31,2.2903225806451615,3,False,,,,Jakub Skarek,skareja01,Czech
1974,73,Arizona Coyotes,Ty Emberson\emberty01,US,D,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,2.3225806451612905,3,False,,,,Ty Emberson,emberty01,U.S. NTDP
1975,74,Chicago Blackhawks,Niklas Nordgren\nordgni02,FI,RW,18.0,,Hifk Jr. (Finland-Jr.),,,,,,,,,,,,,2018,31,2.3548387096774195,3,False,,,,Niklas Nordgren,nordgni02,Finland-Jr.
1976,75,Dallas Stars,Oskar Back\backos01,SE,C,18.0,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,2.3870967741935485,3,False,,,,Oskar Back,backos01,Sweden-Jr.
1977,76,Toronto Maple Leafs,Semyon Der-Arguchintsev\derarse01,RU,C,18.0,,Peterborough Petes (OHL),,,,,,,,,,,,,2018,31,2.4193548387096775,3,False,,,,Semyon Der-Arguchintsev,derarse01,OHL
1978,77,Boston Bruins,Jakub Lauko\laukoja01,CZ,C,18.0,,Chomutov (Czech),,,,,,,,,,,,,2018,31,2.4516129032258065,3,False,,,,Jakub Lauko,laukoja01,Czech
1979,78,Colorado Avalanche,Sampo Ranta\rantasa01,FI,LW,18.0,,Sioux City (USHL),,,,,,,,,,,,,2018,31,2.4838709677419355,3,False,,,,Sampo Ranta,rantasa01,USHL
1980,79,Anaheim Ducks,Blake McLaughlin\mclaubl01,US,LW,18.0,,Chicago (USHL),,,,,,,,,,,,,2018,31,2.5161290322580645,3,False,,,,Blake McLaughlin,mclaubl01,USHL
1981,80,Columbus Blue Jackets,Marcus Karlberg\karlbma01,SE,LW,18.0,,Leksand Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,2.5483870967741935,3,False,,,,Marcus Karlberg,karlbma01,Sweden-Jr.
1982,81,Detroit Red Wings,Seth Barton\bartose01,CA,D,19.0,,Trail (BCHL),,,,,,,,,,,,,2018,31,2.5806451612903225,3,False,,,,Seth Barton,bartose01,BCHL
1983,82,Los Angeles Kings,Bulat Shafigullin\shafibu01,RU,LW,18.0,,Nizhnekamsk 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,2.6129032258064515,3,False,,,,Bulat Shafigullin,shafibu01,Russia-Jr.
1984,83,Toronto Maple Leafs,Riley Stotts\stottri01,CA,C,18.0,,Calgary Hitmen (WHL),,,,,,,,,,,,,2018,31,2.6451612903225805,3,False,,,,Riley Stotts,stottri01,WHL
1985,84,Detroit Red Wings,Jesper Eliasson\eliasje01,SE,G,18.0,,Troja-Ljungby Jr. (SWEDEN-JR. 2),,,,,,,,,,,,,2018,31,2.6774193548387095,3,False,,,,Jesper Eliasson,eliasje01,SWEDEN-JR. 2
1986,85,Anaheim Ducks,Lukas Dostal\dostalu01,CZ,G,18.0,,Trebic (Czech-2),,,,,,,,,,,,,2018,31,2.7096774193548385,3,False,,,,Lukas Dostal,dostalu01,Czech-2
1987,86,Minnesota Wild,Alexander Khovanov\khovaal01,RU,C,18.0,,Moncton Wildcats (QMJHL),,,,,,,,,,,,,2018,31,2.7419354838709675,3,False,,,,Alexander Khovanov,khovaal01,QMJHL
1988,87,San Jose Sharks,Linus Karlsson\karlsli01,SE,C,18.0,,Karlskrona Jr. (Sweden-Jr.),,,,,,,,,,,,,2018,31,2.774193548387097,3,False,,,,Linus Karlsson,karlsli01,Sweden-Jr.
1989,88,New York Rangers,Joey Keane\keanejo01,US,D,19.0,,Barrie Colts (OHL),,,,,,,,,,,,,2018,31,2.806451612903226,3,False,,,,Joey Keane,keanejo01,OHL
1990,89,Florida Panthers,Logan Hutsko\hutsklo01,US,RW,19.0,,Boston College (H-East),,,,,,,,,,,,,2018,31,2.838709677419355,3,False,,,,Logan Hutsko,hutsklo01,H-East
1991,90,Tampa Bay Lightning,Dmitry Semykin\semykdm01,RU,D,18.0,,Stupino 2 (Russia-Jr.),,,,,,,,,,,,,2018,31,2.870967741935484,3,False,,,,Dmitry Semykin,semykdm01,Russia-Jr.
1992,91,Winnipeg Jets,Nathan Smith\smithna03,US,C,19.0,,Cedar Rapids (USHL),,,,,,,,,,,,,2018,31,2.903225806451613,3,False,,,,Nathan Smith,smithna03,USHL
1993,92,Minnesota Wild,Connor Dewar\dewarco01,CA,C,19.0,,Everett Silvertips (WHL),,,,,,,,,,,,,2018,31,2.935483870967742,3,False,,,,Connor Dewar,dewarco01,WHL
1994,93,Washington Capitals,Riley Sutter\sutteri02,CA,RW,18.0,,Everett Silvertips (WHL),,,,,,,,,,,,,2018,31,2.967741935483871,3,False,,,,Riley Sutter,sutteri02,WHL
1995,94,Buffalo Sabres,Matej Pekar\pekarma01,CZ,C,18.0,,Muskegon (USHL),,,,,,,,,,,,,2018,31,3.0,4,False,,,,Matej Pekar,pekarma01,USHL
1996,95,Ottawa Senators,Jonathan Gruden\grudejo02,CA,C,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,3.032258064516129,4,False,,,,Jonathan Gruden,grudejo02,U.S. NTDP
1997,96,Carolina Hurricanes,Luke Henman\henmalu01,CA,C,18.0,,Blainville-Boisbriand Armada (QMJHL),,,,,,,,,,,,,2018,31,3.064516129032258,4,False,,,,Luke Henman,henmalu01,QMJHL
1998,97,Montreal Canadiens,Allan McShane\mcshaal01,CA,C,18.0,,Oshawa Generals (OHL),,,,,,,,,,,,,2018,31,3.096774193548387,4,False,,,,Allan McShane,mcshaal01,OHL
1999,98,Detroit Red Wings,Ryan O'Reilly\oreilry02,US,RW,18.0,,Madison (USHL),,,,,,,,,,,,,2018,31,3.129032258064516,4,False,,,,Ryan O'Reilly,oreilry02,USHL
2000,99,Vegas Golden Knights,Stanislav Demin\deminst01,US,D,18.0,,Wenatchee (BCHL),,,,,,,,,,,,,2018,31,3.161290322580645,4,False,,,,Stanislav Demin,deminst01,BCHL
2001,100,Dallas Stars,Adam Mascherin\maschad01,CA,LW,20.0,,Kitchener Rangers (OHL),,,,,,,,,,,,,2018,31,3.193548387096774,4,False,,,,Adam Mascherin,maschad01,OHL
2002,101,New York Rangers,Nico Gross\grossni02,CH,D,18.0,,Oshawa Generals (OHL),,,,,,,,,,,,,2018,31,3.225806451612903,4,False,,,,Nico Gross,grossni02,OHL
2003,102,San Jose Sharks,Jasper Weatherby\weathja01,US,C,20.0,,Wenatchee (BCHL),,,,,,,,,,,,,2018,31,3.2580645161290325,4,False,,,,Jasper Weatherby,weathja01,BCHL
2004,103,New York Islanders,Jacob Pivonka\pivonja01,US,C,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,3.2903225806451615,4,False,,,,Jacob Pivonka,pivonja01,U.S. NTDP
2005,104,Carolina Hurricanes,Lenni Killinen\killile01,FI,RW,18.0,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,2018,31,3.3225806451612905,4,False,,,,Lenni Killinen,killile01,Finland-Jr.
2006,105,Calgary Flames,Martin Pospisil\pospima01,SK,C,18.0,,Sioux City (USHL),,,,,,,,,,,,,2018,31,3.3548387096774195,4,False,,,,Martin Pospisil,pospima01,USHL
2007,106,Dallas Stars,Curtis Douglas\douglcu01,CA,C,18.0,,Windsor Spitfires (OHL),,,,,,,,,,,,,2018,31,3.3870967741935485,4,False,,,,Curtis Douglas,douglcu01,OHL
2008,107,St. Louis Blues,Joel Hofer\hoferjo01,CA,G,18.0,,Swift Current Broncos (WHL),,,,,,,,,,,,,2018,31,3.4193548387096775,4,False,,,,Joel Hofer,hoferjo01,WHL
2009,108,Calgary Flames,Demetrios Koumontzis\koumode01,US,LW,18.0,,Edina (High-MN),,,,,,,,,,,,,2018,31,3.4516129032258065,4,False,,,,Demetrios Koumontzis,koumode01,High-MN
2010,109,Colorado Avalanche,Tyler Weiss\weissty01,US,LW,18.0,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,2018,31,3.4838709677419355,4,False,,,,Tyler Weiss,weissty01,U.S. NTDP
2011,110,New Jersey Devils,Xavier Bernard\bernaxa01,CA,D,18.0,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,2018,31,3.5161290322580645,4,False,,,,Xavier Bernard,bernaxa01,QMJHL
2012,111,Nashville Predators,Jachym Kondelik\kondeja01,DE,C,18.0,,Muskegon (USHL),,,,,,,,,,,,,2018,31,3.5483870967741935,4,False,,,,Jachym Kondelik,kondeja01,USHL
2013,112,Philadelphia Flyers,John St. Ivany\stivajo01,US,D,19.0,,Sioux Falls (USHL),,,,,,,,,,,,,2018,31,3.5806451612903225,4,False,,,,John St. Ivany,stivajo01,USHL
2014,113,Los Angeles Kings,Aidan Dudas\dudasai01,CA,C,18.0,,Owen Sound Attack (OHL),,,,,,,,,,,,,2018,31,3.6129032258064515,4,False,,,,Aidan Dudas,dudasai01,OHL
